id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;URL
1392605305;CASA;209500;2023-10-17;INMOBILIARIA;245.0;200.0;3.0;3.0;3.0;;;-31.308765;-64.2926926;https://casa.mercadolibre.com.ar/MLA-1392605305-venta-casa-3-dorm-villa-privada-san-alfonso-pileta-_JM
1538654020;CASA;440000;2023-10-17;INMOBILIARIA;1450.0;375.0;3.0;4.0;2.0;;LA CALERA;-31.3598544;-64.336213;https://casa.mercadolibre.com.ar/MLA-1538654020-country-la-pankana-la-calera-t1450-c375-_JM
1538641080;DEPARTAMENTO;50000;2023-10-17;INMOBILIARIA;55.0;45.0;1.0;1.0;;COFICO;CORDOBA;-31.3985944;-64.1847377;https://departamento.mercadolibre.com.ar/MLA-1538641080-1-dorm-a-estrenar-balcon-casador-pileta-cofico-_JM
1538667008;DEPARTAMENTO;85000;2023-10-17;INMOBILIARIA;70.0;;2.0;1.0;;COFICO;CORDOBA;-31.4012319;-64.1766724;https://departamento.mercadolibre.com.ar/MLA-1538667008-2-dorm-casador-cofico-amenities-pileta-financio-_JM
1392631373;DEPARTAMENTO;179000;2023-10-17;INMOBILIARIA;167.0;121.0;3.0;2.0;1.0;GENERAL PAZ;CORDOBA;-31.4157749;-64.1730115;https://departamento.mercadolibre.com.ar/MLA-1392631373-venta-depto-3-dorm-balcon-cochera-general-paz-_JM
1392655705;DEPARTAMENTO;120000;2023-10-17;INMOBILIARIA;;84.0;1.0;1.0;1.0;VILLA ALLENDE GOLF;VILLA ALLENDE;-31.3992544;-64.2643841;https://departamento.mercadolibre.com.ar/MLA-1392655705-departamento-en-venta-casonas-del-golf-1-dormitorio-_JM
1538614972;DEPARTAMENTO;90000;2023-10-17;INMOBILIARIA;72.0;72.0;2.0;2.0;1.0;COFICO;CORDOBA;-31.4017146;-64.1830734;https://departamento.mercadolibre.com.ar/MLA-1538614972-depto-2-dorm-2-bns-bcon-casador-opcochera-_JM
1538632008;TERRENO;30000;2023-10-17;INMOBILIARIA;268.0;;;;;MANANTIALES;CORDOBA;-31.4840119;-64.2644422;https://terreno.mercadolibre.com.ar/MLA-1538632008-lote-en-venta-abras-de-manantiales-268-m2-_JM
1538654010;CASA;480000;2023-10-17;INMOBILIARIA;1120.0;420.0;4.0;4.0;2.0;;CORDOBA;-31.3701367;-64.2835069;https://casa.mercadolibre.com.ar/MLA-1538654010-valle-escondido-los-cielos-4-dorm-mas-sala-de-estudio-_JM
1538667010;CASA;310000;2023-10-17;INMOBILIARIA;1000.0;500.0;4.0;5.0;3.0;;CORDOBA;-31.3674425;-64.229644;https://casa.mercadolibre.com.ar/MLA-1538667010-cerro-de-las-rosas-terreno-1000-m2-rec-menormayor-_JM
