id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;URL
4236571;CASA;85000;2023-11-01;CRECER;176.0;140.0;3.0;1.0;;ALTO ALBERDI;CORDOBA;-31.41045;-64.218355;https://clasificados.lavoz.com.ar/avisos/casas/4236571/alto-alberdi
5141266;CASA;160000;2023-11-01;GRUPO NORTE - CPI 5832;203.0;156.0;3.0;3.0;2.0;ARGUELLO;CORDOBA;;;https://clasificados.lavoz.com.ar/avisos/casas/5141266/excelente-casa-3-dorm-ppal-en-suite-escritorio-3-banos-housing-agusti
5130807;DEPARTAMENTO;58000;2023-11-01;INMOBILIARIA LIMA;50.0;;1.0;1.0;;GENERAL PAZ;CORDOBA;;;https://clasificados.lavoz.com.ar/avisos/departamentos/5130807/a-venta-b%C2%BA-gral-paz-espectacular-dpto-1-dorm-con-quincho-y-pileta
5119182;DEPARTAMENTO;107000;2023-11-01;LCAM . CORREDOR PUBLICO . M.B. JAIME . 04-5168;180.0;;3.0;2.0;;DOCTA URBANIZACION INTELIGENTE;CORDOBA;-31.416119;-64.227883;https://clasificados.lavoz.com.ar/avisos/departamentos/5119182/vendo-duplex-en-docta-3-dormitorios-2-banos
5135280;TERRENO;19500;2023-11-01;PIANO TERRA INMOBILIARIA;500.0;;;;;OTRO;RIO CEBALLOS;-31.193926;-64.291062;https://clasificados.lavoz.com.ar/avisos/terrenos-lotes/5135280/vendo-terreno-con-escritura-nuevo-rio-ceballos
3652072;CASA;140000;2023-11-01;JB SRUR, LA INMOBILIARIA DE CORDOBA;230.0;167.0;2.0;2.0;;PARQUE VELEZ SARSFIELD;CORDOBA;-31.439668;-64.203303;https://clasificados.lavoz.com.ar/avisos/casas/3652072/casas-venta-parque-velez-sarsfield.html
3652085;CASA;450000;2023-11-01;JB SRUR, LA INMOBILIARIA DE CORDOBA;403.0;370.0;4.0;4.0;2.0;JARDIN ESPINOSA;CORDOBA;-31.452085;-64.175525;https://clasificados.lavoz.com.ar/avisos/casas/3652085/casas-venta-jardin-espinosa.html
3651963;CASA;220000;2023-11-01;JB SRUR, LA INMOBILIARIA DE CORDOBA;400.0;210.0;3.0;3.0;;LA ESTANZUELA;LA CALERA;-31.352357;-64.339915;https://clasificados.lavoz.com.ar/avisos/casas/3651963/casa-venta-3-dormitorios-estanzuela210mtsa-estrenar.html
3652313;CASA;150000;2023-11-01;JB SRUR, LA INMOBILIARIA DE CORDOBA;532.0;135.0;2.0;1.0;2.0;LAS CANITAS BARRIO PRIVADO;MALAGUENO;-31.463662;-64.426636;https://clasificados.lavoz.com.ar/avisos/casas/3652313/vendo-casa-2-dormotorios-canitas-barrio-privado.html
3652123;CASA;400000;2023-11-01;JB SRUR, LA INMOBILIARIA DE CORDOBA;1300.0;550.0;4.0;;2.0;JARDIN ESPINOSA;CORDOBA;-31.456915;-64.170556;https://clasificados.lavoz.com.ar/avisos/casas/3652123/casa-venta-jardin-espinosa.html
3651979;CASA;185000;2023-11-01;JB SRUR, LA INMOBILIARIA DE CORDOBA;475.0;170.0;3.0;2.0;1.0;VILLA CATALINA;RIO CEBALLOS;-31.206056;-64.280919;https://clasificados.lavoz.com.ar/avisos/casas/3651979/propiedad-venta-estrenar-tres-dormitorios-villa-catalina-camino-r.html
5120205;DEPARTAMENTO;55000;2023-11-01;LCAM . CORREDOR PUBLICO . M.B. JAIME . 04-5168;47.0;;1.0;1.0;;NUEVA CORDOBA;CORDOBA;;;https://clasificados.lavoz.com.ar/avisos/departamentos/5120205/departamento-en-venta-en-nueva-cordoba-balcon-47mts
3652093;CASA;600000;2023-11-01;JB SRUR, LA INMOBILIARIA DE CORDOBA;1000.0;310.0;3.0;4.0;;JOCKEY CLUB;CORDOBA;-31.462548;-64.175921;https://clasificados.lavoz.com.ar/avisos/casas/3652093/casas-venta-country-jockey-fondo-golf.html
5136324;CASA;50000;2023-11-01;SALDANO PROPIEDADES;300.0;120.0;3.0;1.0;;;SANTA MARIA DE PUNILLA;-31.282986;-64.463838;https://clasificados.lavoz.com.ar/avisos/casas/5136324/santa-maria-de-punilla-3-dormitorio-dpto
