tipoPropiedad,precioUSD,fechaUltimaActualizacion,terrenoTotal,terrenoEdificado,cantDormitorios,cantBanos,cantCochera,barrio,coordX,coordY,vendedor,comisariaCercana,transporteCercano,saludCercana,distanciaCentro,pm2,valComisaria,valTransporte,valSalud,valoracionServicios,geometry,barrioName
1,195000,2023-08-01,360.0,160.0,4.0,4.0,1.0,219,-31.3870637,-64.2279526,0,1.4137790042396698,0.0155092575698737,0.9663194422282564,5.225124634390385,1218.75,0,0,0,0,POINT (-64.2279526 -31.3870637),PARQUE TABLADA
1,130000,2022-09-15,312.0,147.0,3.0,2.0,1.0,291,-31.3859404,-64.2275165,2,1.459248062986472,0.0754397038920054,1.0908438392569288,5.2848353390584935,884.3537414965987,0,0,0,0,POINT (-64.2275165 -31.3859404),URCA
1,115000,2022-10-31,140.0,130.0,3.0,2.0,1.0,219,-31.3886262,-64.2315819,2,1.6265828957934936,0.0558659908787587,0.8759294945043643,5.360394320127897,884.6153846153846,0,0,0,0,POINT (-64.2315819 -31.3886262),PARQUE TABLADA
1,160000,2023-07-26,390.0,272.0,4.0,3.0,2.0,291,-31.386891,-64.2294073,2,1.5208682065002004,0.046971377365471,0.9992093564442698,5.3374618602163295,588.2352941176471,0,0,0,0,POINT (-64.2294073 -31.386891),URCA
1,198000,2023-05-20,350.0,302.0,4.0,3.0,2.0,291,-31.3863314,-64.2337259,2,1.3798111541934943,0.1650763136499859,0.9579401166881042,5.681478024738681,655.6291390728477,0,0,0,0,POINT (-64.2337259 -31.3863314),URCA
1,230000,2023-06-22,300.0,190.0,2.0,2.0,2.0,219,-31.3882647,-64.2346523,2,1.592467864242812,0.3107740561040175,0.7581948119923393,5.609643982947169,1210.5263157894738,0,0,0,0,POINT (-64.2346523 -31.3882647),PARQUE TABLADA
1,45000,2023-11-01,325.0,100.0,2.0,1.0,2.0,81,-31.445773,-64.111076,2,0.4406768877109806,0.0413858280758641,0.7089743075141756,7.90750898398355,450.0,0,0,0,0,POINT (-64.111076 -31.445773),DEAN FUNES
1,68000,2023-11-01,275.0,150.0,3.0,1.0,1.0,59,-31.463038,-64.160894,2,2.1250883569745707,0.0548882347790747,0.1602349308794538,5.459345714361308,453.3333333333333,0,0,0,0,POINT (-64.160894 -31.463038),CERVECEROS
1,78000,2023-11-01,282.0,165.0,3.0,1.0,3.0,59,-31.46296,-64.158453,2,2.1821466866190504,0.1169022194199607,0.2135186084916936,5.567897368761562,472.72727272727275,0,0,0,0,POINT (-64.158453 -31.46296),CERVECEROS
1,55000,2023-10-03,282.0,165.0,3.0,1.0,3.0,59,-31.46296019126454,-64.1584531,0,2.182163604138565,0.1169083373360804,0.2134969988962433,5.567910665878243,333.3333333333333,0,0,0,0,POINT (-64.1584531 -31.46296019126454),CERVECEROS
1,50000,2023-09-25,250.0,153.0,3.0,2.0,1.0,59,-31.462658,-64.160153,0,2.101717639403034,0.0159953794539684,0.1823073353683283,5.457100041256071,326.797385620915,0,0,0,0,POINT (-64.160153 -31.462658),CERVECEROS
1,73000,2023-09-26,250.0,110.0,3.0,2.0,2.0,59,-31.462052,-64.161038,0,2.0153047947246647,0.0806350245180022,0.2658764504812286,5.357002033931073,663.6363636363636,0,0,0,0,POINT (-64.161038 -31.462052),CERVECEROS
1,55000,2023-03-22,250.0,110.0,3.0,1.0,1.0,59,-31.4649894,-64.1622274,2,2.3133779331815325,0.1268842593682911,0.2186633534648676,5.591924564586461,500.0,0,0,0,0,POINT (-64.1622274 -31.4649894),CERVECEROS
1,74900,2023-05-25,250.0,119.0,3.0,1.0,1.0,59,-31.4631685,-64.1603477,2,2.1517214774240663,0.0419280218394201,0.1281090852376657,5.497300994998664,629.4117647058823,0,0,0,0,POINT (-64.1603477 -31.4631685),CERVECEROS
1,69000,2022-10-21,250.0,150.0,3.0,1.0,2.0,59,-31.463039,-64.1615036,2,2.1125531258035344,0.0201716342319742,0.1949985258122271,5.431634570924677,460.0,0,0,0,0,POINT (-64.1615036 -31.463039),CERVECEROS
1,47000,2023-05-30,115.0,115.0,2.0,2.0,1.0,59,-31.4638682,-64.1578285,2,2.297172770657798,0.0550055484094257,0.2178534434690006,5.684963544788691,408.69565217391306,0,0,0,0,POINT (-64.1578285 -31.4638682),CERVECEROS
1,49000,2023-05-28,262.0,131.0,3.0,2.0,1.0,59,-31.4628956,-64.1606475,2,2.1152654964043887,0.038806610638307,0.1650698466017537,5.456911518821387,374.0458015267176,0,0,0,0,POINT (-64.1606475 -31.4628956),CERVECEROS
1,49900,2023-04-01,145.0,145.0,3.0,1.0,1.0,59,-31.4623307,-64.1632354,2,2.0069128732265447,0.0968450709906249,0.371338358398404,5.285159272873101,344.13793103448273,0,0,0,0,POINT (-64.1632354 -31.4623307),CERVECEROS
1,55000,2023-07-07,250.0,153.0,3.0,2.0,1.0,59,-31.462255245473,-64.159083366394,2,2.088607764410971,0.1246550039731903,0.2454595029436538,5.4699154112027,359.47712418300654,0,0,0,0,POINT (-64.159083366394 -31.462255245473),CERVECEROS
1,140000,2023-11-01,401.0,226.0,4.0,3.0,2.0,265,-31.465635,-64.228085,2,0.9874850376659136,0.0241610503852163,0.49080944743627,6.286975805376412,619.4690265486726,0,0,0,0,POINT (-64.228085 -31.465635),SANTA ISABEL
1,120000,2023-10-28,386.0,200.0,4.0,4.0,2.0,265,-31.46857131283894,-64.23142152440467,1,1.094538467098506,0.0232175891602322,0.1457578172979638,6.7378025812229065,600.0,0,0,0,0,POINT (-64.23142152440467 -31.46857131283894),SANTA ISABEL
1,490000,2023-11-15,1500.0,410.0,4.0,4.0,4.0,138,-31.464702,-64.258833,2,2.5859203436267606,0.1303419755890637,1.179884716452054,8.290821581430711,1195.121951219512,0,0,0,0,POINT (-64.258833 -31.464702),LA CASCADA COUNTRY GOLF
1,490000,2023-11-15,1500.0,400.0,4.0,4.0,4.0,138,-31.464705,-64.258879,2,2.589122495823672,0.130944109647087,1.1787168907502188,8.294518401807084,1225.0,0,0,0,0,POINT (-64.258879 -31.464705),LA CASCADA COUNTRY GOLF
2,42999,2023-11-14,90.0,88.0,3.0,1.0,1.0,265,-31.4744186,-64.2408905,2,1.5607115201850112,0.0417455082825729,0.9870531124791524,7.803775270583298,488.625,0,0,0,0,POINT (-64.2408905 -31.4744186),SANTA ISABEL
1,60000,2023-09-24,467.0,200.0,4.0,3.0,1.0,265,-31.472093,-64.232317,1,1.1235506154525958,0.1298350834588941,0.4832415178679802,7.103946760645159,300.0,0,0,0,0,POINT (-64.232317 -31.472093),SANTA ISABEL
1,120000,2023-06-01,450.0,120.0,2.0,3.0,2.0,265,-31.467401,-64.229707,2,0.99721215113435,0.017835898932704,0.2794407660692115,6.536321833966016,1000.0,0,0,0,0,POINT (-64.229707 -31.467401),SANTA ISABEL
1,89000,2023-07-31,340.0,180.0,4.0,1.0,1.0,265,-31.466641,-64.230367,2,1.0935494444655427,0.0960258891618685,0.2473166942521715,6.5062801670958486,494.44444444444446,0,0,0,0,POINT (-64.230367 -31.466641),SANTA ISABEL
1,77000,2023-06-03,230.0,160.0,2.0,2.0,1.0,265,-31.4711451,-64.2346785,2,1.3480756582434363,0.0181235553955329,0.4243424527834683,7.1525114388719295,481.25,0,0,0,0,POINT (-64.2346785 -31.4711451),SANTA ISABEL
1,70000,2023-02-20,377.0,153.0,4.0,2.0,1.0,265,-31.47265,-64.236139,2,1.3733318921747673,0.0595784775767845,0.6382718437705494,7.3695922482466205,457.51633986928107,0,0,0,0,POINT (-64.236139 -31.47265),SANTA ISABEL
1,75000,2023-02-02,360.0,195.0,3.0,1.0,3.0,265,-31.46826099999999,-64.227638,2,0.7792247306652871,0.1612809265617555,0.4762161444507342,6.500276063557274,384.61538461538464,0,0,0,0,POINT (-64.227638 -31.46826099999999),SANTA ISABEL
1,120000,2023-07-05,297.0,258.0,2.0,1.0,1.0,265,-31.4688736,-64.228299,2,0.8054778697293504,0.1208690585038786,0.4286327310528177,6.591943443864848,465.1162790697674,0,0,0,0,POINT (-64.228299 -31.4688736),SANTA ISABEL
1,69900,2023-01-28,240.0,202.0,2.0,2.0,1.0,266,-31.4710051,-64.2339928,2,1.2839597577207986,0.0629997258244132,0.3840034323813669,7.100703488824633,346.03960396039605,0,0,0,0,POINT (-64.2339928 -31.4710051),SANTA ISABEL 2A SECCION
1,99000,2023-06-07,180.0,180.0,3.0,2.0,2.0,68,-31.4635631,-64.2478728,2,1.9132595287690173,0.0180100498297433,1.4198581268911272,7.400200072574967,550.0,0,0,0,0,POINT (-64.2478728 -31.4635631),COLINAS DE MANANTIALES
2,43000,2023-06-22,90.0,88.0,3.0,1.0,1.0,265,-31.474418,-64.240893,2,1.5609434620694036,0.0416807687087103,0.9868320484340468,7.803873816911464,488.6363636363636,0,0,0,0,POINT (-64.240893 -31.474418),SANTA ISABEL
1,60000,2023-11-01,287.0,153.0,2.0,2.0,3.0,119,-31.442536,-64.154496,2,1.1195544948834073,0.0977601356904085,0.2164178681637915,4.100865741837295,392.15686274509807,0,0,0,0,POINT (-64.154496 -31.442536),JARDIN DEL PILAR
1,45000,2023-11-01,280.0,107.0,2.0,2.0,1.0,119,-31.44282,-64.153634,2,1.040830894838244,0.0273234717102688,0.2628109128678531,4.185056442270835,420.5607476635514,0,0,0,0,POINT (-64.153634 -31.44282),JARDIN DEL PILAR
2,42000,2023-10-30,120.0,120.0,2.0,2.0,1.0,119,-31.44365,-64.1548036,2,1.0736884555753377,0.0406743713580316,0.1245985522008972,4.154666704249589,350.0,0,0,0,0,POINT (-64.1548036 -31.44365),JARDIN DEL PILAR
2,43000,2023-10-24,120.0,105.0,3.0,1.0,1.0,119,-31.451328,-64.15735,2,1.1277588753366805,0.0429627316775992,0.7470884512136501,4.578273386879151,409.5238095238095,0,0,0,0,POINT (-64.15735 -31.451328),JARDIN DEL PILAR
1,62000,2023-10-30,293.0,172.0,4.0,2.0,1.0,119,-31.443008,-64.154893,2,1.0735338698662875,0.1018633223482879,0.152712168520136,4.103401196553921,360.4651162790698,0,0,0,0,POINT (-64.154893 -31.443008),JARDIN DEL PILAR
1,55000,2023-10-23,153.0,153.0,3.0,2.0,1.0,119,-31.4425363,-64.1544959,2,1.1195574787721994,0.097747584180756,0.2164002872642311,4.100893561672261,359.47712418300654,0,0,0,0,POINT (-64.1544959 -31.4425363),JARDIN DEL PILAR
1,58000,2023-09-26,189.0,122.0,3.0,1.0,1.0,128,-31.445046,-64.154876,0,1.0652438857465771,0.128817149651549,0.1669333031406213,4.248988580380551,475.40983606557376,0,0,0,0,POINT (-64.154876 -31.445046),JOSE HERNANDEZ
1,60000,2022-10-31,295.0,117.0,2.0,2.0,1.0,119,-31.4412646,-64.15329969999999,2,1.0102949203253688,0.1513559475806635,0.3973477962107727,4.10896353389284,512.8205128205128,0,0,0,0,POINT (-64.15329969999999 -31.4412646),JARDIN DEL PILAR
1,49000,2023-07-20,295.0,117.0,2.0,2.0,3.0,119,-31.44126511,-64.15329742,2,1.010074326070922,0.1513228119193709,0.3974484384373092,4.109173336003897,418.8034188034188,0,0,0,0,POINT (-64.15329742 -31.44126511),JARDIN DEL PILAR
1,140000,2023-11-01,190.0,156.0,2.0,3.0,1.0,327,-31.389308,-64.247932,2,1.103758799718568,0.035814820537747,0.6898878444975237,6.5739915669266615,897.4358974358975,0,0,0,0,POINT (-64.247932 -31.389308),VILLA WARCALDE
2,120000,2023-11-07,180.0,140.0,3.0,2.0,1.0,253,-31.3918691,-64.2491589,2,1.1243128829959703,0.0510236023593272,0.7400502852438858,6.532067695267544,857.1428571428571,0,0,0,0,POINT (-64.2491589 -31.3918691),SAN IGNACIO VILLAGE
2,47500,2023-11-06,52.0,52.0,2.0,1.0,1.0,229,-31.3958572,-64.2529804,2,1.2135679447553305,0.0367762796435363,1.0725828962942068,6.660739741360183,913.4615384615385,0,0,0,0,POINT (-64.2529804 -31.3958572),QUEBRADA DE LAS ROSAS
1,80000,2023-11-01,248.0,128.0,3.0,1.0,2.0,198,-31.448483,-64.164738,2,0.4666405203759642,0.0477206793364362,0.4464949172273311,3.8951592956763577,625.0,0,0,0,0,POINT (-64.164738 -31.448483),ONA
1,45000,2023-11-13,190.0,175.0,7.0,4.0,1.0,198,-31.4505581,-64.1645756,2,0.6944799953211345,0.0796060925633968,0.2202411566904577,4.092973541365032,257.14285714285717,0,0,0,0,POINT (-64.1645756 -31.4505581),ONA
2,172000,2023-11-09,75.0,75.0,2.0,2.0,1.0,198,-31.4490753,-64.1635184,2,0.5693188093863103,0.0966117818878277,0.4081293075433383,4.016713456301484,2293.3333333333335,0,0,0,0,POINT (-64.1635184 -31.4490753),ONA
1,240000,2023-09-26,220.0,220.0,4.0,4.0,2.0,248,-31.449481,-64.167123,0,0.5684574855694345,0.1830165250305842,0.384947824475283,3.860448391312496,1090.909090909091,0,0,0,0,POINT (-64.167123 -31.449481),SAN CARLOS
1,65600,2023-07-12,250.0,150.0,2.0,1.0,1.0,235,-31.448614,-64.165924,2,0.4636702679863153,0.1138888112291,0.437449518218212,3.842306787485509,437.3333333333333,0,0,0,0,POINT (-64.165924 -31.448614),RESIDENCIAL SAN CARLOS
1,65600,2023-07-12,250.0,150.0,2.0,1.0,1.0,235,-31.4486141,-64.1659241,0,0.4636810731060407,0.1138946661268237,0.4374402528296622,3.842310603308288,437.3333333333333,0,0,0,0,POINT (-64.1659241 -31.4486141),RESIDENCIAL SAN CARLOS
1,65600,2023-07-13,250.0,150.0,2.0,1.0,1.0,235,-31.44861412,-64.16592407,2,0.4636833883542887,0.1138912978402062,0.4374375604152078,3.842314046054596,437.3333333333333,0,0,0,0,POINT (-64.16592407 -31.44861412),RESIDENCIAL SAN CARLOS
1,75000,2022-12-03,125.0,118.0,3.0,1.0,1.0,235,-31.4486695,-64.1668437,2,0.4751084321359589,0.1826212409080725,0.4551958526132773,3.7988606392252526,635.5932203389831,0,0,0,0,POINT (-64.1668437 -31.4486695),RESIDENCIAL SAN CARLOS
1,145000,2023-11-01,300.0,170.0,3.0,2.0,2.0,276,-31.370624,-64.222287,2,1.0184626320858403,0.0776391021037201,1.3091327487280822,6.353634542876976,852.9411764705883,0,0,0,0,POINT (-64.222287 -31.370624),TABLADA PARK
1,180000,2023-11-01,600.0,300.0,4.0,2.0,1.0,276,-31.372402,-64.228146,2,0.6336125346334832,0.1216529523439922,1.720320915226302,6.486641052232685,600.0,0,0,0,0,POINT (-64.228146 -31.372402),TABLADA PARK
2,129900,2023-10-07,144.0,112.0,3.0,2.0,1.0,276,-31.3701052,-64.2257435,2,0.9405014060760816,0.3988598169700779,1.6172889470216107,6.572667525877556,1159.8214285714287,0,0,0,0,POINT (-64.2257435 -31.3701052),TABLADA PARK
1,350000,2023-10-26,1500.0,396.0,5.0,4.0,1.0,276,-31.3697134,-64.2230892,2,1.0878282003726487,0.1713731559940993,1.430105215140797,6.479424054863684,883.8383838383838,0,0,0,0,POINT (-64.2230892 -31.3697134),TABLADA PARK
1,395000,2023-11-06,484.0,484.0,3.0,3.0,2.0,276,-31.370524,-64.22714,2,0.8014402895074988,0.3299973994445265,1.7122179472096128,6.605410324176828,816.1157024793389,0,0,0,0,POINT (-64.22714 -31.370524),TABLADA PARK
1,360000,2023-10-20,600.0,220.0,3.0,3.0,2.0,57,-31.3706021,-64.2304354,2,0.5405658779299919,0.0592533831968788,1.984547939709201,6.7756967804293895,1636.3636363636363,0,0,0,0,POINT (-64.2304354 -31.3706021),CERRO DE LAS ROSAS
1,139900,2023-10-17,300.0,145.0,3.0,2.0,1.0,276,-31.3704478,-64.22671,2,0.8414814476352861,0.3703938794681928,1.6796126193515222,6.590111188875159,964.8275862068965,0,0,0,0,POINT (-64.22671 -31.3704478),TABLADA PARK
1,145000,2023-11-15,300.0,170.0,3.0,2.0,1.0,276,-31.370672,-64.222713,2,1.059253717997527,0.1072030123015251,1.3395087379071506,6.369351252750046,852.9411764705883,0,0,0,0,POINT (-64.222713 -31.370672),TABLADA PARK
1,260000,2023-11-10,336.0,283.0,3.0,2.0,2.0,276,-31.3703983,-64.2264632,2,0.8648258224096155,0.3939673115252654,1.6613812208476149,6.5819716428679245,918.7279151943463,0,0,0,0,POINT (-64.2264632 -31.3703983),TABLADA PARK
1,145000,2023-11-14,300.0,170.0,3.0,2.0,2.0,276,-31.3706239,-64.222287,2,1.018461336692522,0.0776470492717786,1.3091391187057717,6.353644171863958,852.9411764705883,0,0,0,0,POINT (-64.222287 -31.3706239),TABLADA PARK
1,150000,2023-09-19,300.0,200.0,5.0,2.0,1.0,276,-31.3707996,-64.225164,0,0.9590802874802262,0.3294162825316395,1.5315697116725064,6.478011154779606,750.0,0,0,0,0,POINT (-64.225164 -31.3707996),TABLADA PARK
1,150000,2023-09-26,690.0,220.0,4.0,2.0,2.0,57,-31.3724036,-64.2281667,0,0.6316725673967236,0.1206281873839366,1.7221251667247266,6.487626924893755,681.8181818181819,0,0,0,0,POINT (-64.2281667 -31.3724036),CERRO DE LAS ROSAS
1,114900,2023-09-05,342.0,287.0,4.0,4.0,2.0,276,-31.369711,-64.223831,0,1.1230295279230005,0.2399411686802129,1.487441890146724,6.515303848433405,400.34843205574913,0,0,0,0,POINT (-64.223831 -31.369711),TABLADA PARK
1,185000,2023-09-08,180.0,175.0,3.0,2.0,2.0,60,-31.3717877,-64.2264845,0,0.804282238536211,0.2763168219315206,1.5970306220825934,6.453901138166515,1057.142857142857,0,0,0,0,POINT (-64.2264845 -31.3717877),CHACRA DEL NORTE
1,150000,2023-08-24,236.0,140.0,2.0,3.0,1.0,276,-31.369918,-64.221549,0,0.9423166182603284,0.0304712257170663,1.3008771795441494,6.387355102940705,1071.4285714285713,0,0,0,0,POINT (-64.221549 -31.369918),TABLADA PARK
1,255000,2023-08-24,347.0,310.0,4.0,4.0,2.0,276,-31.3700749,-64.2243049,0,1.0653704589011166,0.2721068691975374,1.5023255538261429,6.503728367933069,822.5806451612904,0,0,0,0,POINT (-64.2243049 -31.3700749),TABLADA PARK
1,180000,2023-08-04,400.0,280.0,3.0,3.0,1.0,276,-31.3696023,-64.2235847,0,1.1347437305689718,0.2200037446594858,1.4753715558539369,6.51382174437772,642.8571428571429,0,0,0,0,POINT (-64.2235847 -31.3696023),TABLADA PARK
1,150000,2023-06-08,171.0,171.0,3.0,2.0,2.0,276,-31.3703372,-64.2222604,2,1.0127253137639685,0.0890347152909612,1.3256188531099806,6.380013231450124,877.1929824561404,0,0,0,0,POINT (-64.2222604 -31.3703372),TABLADA PARK
1,120000,2023-08-04,170.0,140.0,2.0,2.0,1.0,276,-31.3691199,-64.2220786,2,0.992931230545692,0.0947087999873016,1.396634243973391,6.489351325566967,857.1428571428571,0,0,0,0,POINT (-64.2220786 -31.3691199),TABLADA PARK
1,129900,2022-08-27,342.0,287.0,5.0,4.0,2.0,276,-31.36971092,-64.22383118,2,1.1230177402571535,0.2399596729688967,1.4874609947007484,6.515320218144424,452.6132404181185,0,0,0,0,POINT (-64.22383118 -31.36971092),TABLADA PARK
1,215000,2022-09-22,360.0,290.0,3.0,3.0,1.0,276,-31.371653,-64.2236707,2,1.065746479727035,0.1706359483668827,1.361793187347118,6.322563559029788,741.3793103448276,0,0,0,0,POINT (-64.2236707 -31.371653),TABLADA PARK
1,180000,2022-08-26,600.0,300.0,4.0,2.0,1.0,276,-31.3724019,-64.2281457,2,0.6336429623331659,0.1216756180067651,1.7202975116218222,6.48663375199501,600.0,0,0,0,0,POINT (-64.2281457 -31.3724019),TABLADA PARK
2,165000,2022-10-18,180.0,170.0,3.0,3.0,2.0,60,-31.372638,-64.22636899999999,2,0.7921063043759883,0.2378206689604274,1.5523981511803755,6.369263016455216,970.5882352941177,0,0,0,0,POINT (-64.22636899999999 -31.372638),CHACRA DEL NORTE
1,170000,2023-07-31,180.0,147.0,3.0,3.0,1.0,60,-31.370191,-64.226452,1,0.8765088819778568,0.4050177535936288,1.6713252357752566,6.600764649544682,1156.4625850340135,0,0,0,0,POINT (-64.226452 -31.370191),CHACRA DEL NORTE
1,125000,2023-11-01,326.0,159.0,2.0,1.0,1.0,62,-31.386103,-64.25961,2,0.060912156412326,0.0755084235036811,1.2833965016479738,7.710660331198157,786.1635220125786,0,0,0,0,POINT (-64.25961 -31.386103),CHATEAU CARRERAS
2,152000,2023-10-17,73.0,73.0,2.0,2.0,1.0,62,-31.38952,-64.260371,0,0.3897472171499998,0.3157831545838552,1.2622535849972267,7.5960693520575555,2082.1917808219177,0,0,0,0,POINT (-64.260371 -31.38952),CHATEAU CARRERAS
2,89900,2023-11-01,100.0,100.0,3.0,2.0,1.0,62,-31.38723,-64.262039,2,0.3109864770245248,0.0739718256131775,1.0657919379246072,7.8532532847922,899.0,0,0,0,0,POINT (-64.262039 -31.38723),CHATEAU CARRERAS
1,105000,2023-10-24,323.0,192.0,2.0,1.0,2.0,62,-31.3833608,-64.2573898,2,0.3521977465855156,0.1781289215671637,0.9413230688374316,7.685447832015364,546.875,0,0,0,0,POINT (-64.2573898 -31.3833608),CHATEAU CARRERAS
1,95000,2023-10-31,250.0,234.0,3.0,2.0,2.0,62,-31.3831069,-64.2587951,2,0.3467487523970964,0.0504663967739042,1.0485673015488752,7.81357600807895,405.982905982906,0,0,0,0,POINT (-64.2587951 -31.3831069),CHATEAU CARRERAS
2,170000,2023-11-09,108.0,86.0,3.0,2.0,1.0,62,-31.3890068,-64.2596418,2,0.3159931015418413,0.2380161078331594,1.3170657384175464,7.560191364903336,1976.7441860465117,0,0,0,0,POINT (-64.2596418 -31.3890068),CHATEAU CARRERAS
1,120000,2023-09-26,295.0,163.0,3.0,1.0,2.0,62,-31.383337,-64.258774,0,0.3213172193228046,0.0731850495653177,1.0573485000837868,7.798424257837808,736.1963190184049,0,0,0,0,POINT (-64.258774 -31.383337),CHATEAU CARRERAS
1,104900,2023-09-13,377.0,250.0,4.0,2.0,2.0,62,-31.3847164,-64.2584071,0,0.1760357464699613,0.1244507230685166,1.1017457723239246,7.68914765883488,419.6,0,0,0,0,POINT (-64.2584071 -31.3847164),CHATEAU CARRERAS
1,105000,2023-09-08,180.0,71.0,2.0,2.0,1.0,136,-31.3886979,-64.2594081,0,0.2783379701177589,0.1993401663138286,1.3326495387985875,7.556294360099146,1478.8732394366198,0,0,0,0,POINT (-64.2594081 -31.3886979),LA CALANDRIA
1,115000,2023-08-21,192.0,192.0,3.0,1.0,2.0,62,-31.3833641,-64.2573891,2,0.3518949819551996,0.178330322925408,0.9414409770182258,7.685196417630625,598.9583333333334,0,0,0,0,POINT (-64.2573891 -31.3833641),CHATEAU CARRERAS
1,115000,2023-08-08,323.0,192.0,3.0,1.0,2.0,62,-31.383757,-64.25741,0,0.3120632158440539,0.1975276043786604,0.964890017843019,7.663738182283043,598.9583333333334,0,0,0,0,POINT (-64.25741 -31.383757),CHATEAU CARRERAS
1,114000,2023-07-18,323.0,159.0,2.0,2.0,2.0,62,-31.386103,-64.259613,2,0.061190259352105,0.075235313098162,1.2836265148335604,7.710908488135947,716.9811320754717,0,0,0,0,POINT (-64.259613 -31.386103),CHATEAU CARRERAS
1,114000,2023-07-17,323.0,159.0,2.0,2.0,2.0,62,-31.386322,-64.259315,2,0.033414312610029,0.0767065959593431,1.2756515694769286,7.674316346536962,716.9811320754717,0,0,0,0,POINT (-64.259315 -31.386322),CHATEAU CARRERAS
1,129000,2023-06-05,477.0,250.0,4.0,2.0,2.0,62,-31.384436,-64.258407,2,0.2059016537425112,0.1485565457616102,1.0849992159618345,7.705148626032579,516.0,0,0,0,0,POINT (-64.258407 -31.384436),CHATEAU CARRERAS
2,84700,2023-07-31,53.0,53.0,1.0,1.0,1.0,62,-31.389007,-64.259642,2,0.316018656275759,0.2380426306127635,1.3170514676212246,7.560198068348729,1598.1132075471698,0,0,0,0,POINT (-64.259642 -31.389007),CHATEAU CARRERAS
2,139000,2022-11-22,80.0,80.0,2.0,2.0,1.0,62,-31.388996,-64.259655,2,0.315067140425347,0.237201002145704,1.3156025320933582,7.561855001961143,1737.5,0,0,0,0,POINT (-64.259655 -31.388996),CHATEAU CARRERAS
1,95000,2023-07-01,432.0,156.0,3.0,2.0,2.0,19,-31.38715479999999,-64.2610875,2,0.2250993984958113,0.0623945125246993,1.1555769133110625,7.7773769565464095,608.974358974359,0,0,0,0,POINT (-64.2610875 -31.38715479999999),ALTOS DEL CHATEAU
1,150000,2022-12-29,180.0,175.0,3.0,2.0,1.0,164,-31.3866199,-64.2597266,2,0.0833239911851333,0.0712046684738757,1.2836341199217476,7.692310469972162,857.1428571428571,0,0,0,0,POINT (-64.2597266 -31.3866199),LOMAS DEL CHATEAU
1,114000,2023-07-19,323.0,159.0,2.0,2.0,2.0,38,-31.38610268,-64.25961304,2,0.0612016162759709,0.0752417777165771,1.2836086051835804,7.710929251306782,716.9811320754717,0,0,0,0,POINT (-64.25961304 -31.38610268),BARRIO PRIVADO CHATEAU CARRERAS
1,114000,2023-04-10,323.0,159.0,2.0,2.0,2.0,229,-31.3861027,-64.25960979999999,2,0.0609008236308424,0.0755360703939397,1.2833614987895816,7.710660151551666,716.9811320754717,0,0,0,0,POINT (-64.25960979999999 -31.3861027),QUEBRADA DE LAS ROSAS
1,115000,2023-06-09,336.0,159.0,2.0,2.0,4.0,19,-31.38632380828052,-64.25959112767228,2,0.0588060054833332,0.0742878261744886,1.2965951320198477,7.69708225417812,723.2704402515724,0,0,0,0,POINT (-64.25959112767228 -31.38632380828052),ALTOS DEL CHATEAU
1,114000,2023-07-18,323.0,159.0,2.0,2.0,2.0,38,-31.38632202,-64.25931549,2,0.0334588765462146,0.0767245726491006,1.2756897053831142,7.674355811832272,716.9811320754717,0,0,0,0,POINT (-64.25931549 -31.38632202),BARRIO PRIVADO CHATEAU CARRERAS
1,280000,2023-05-04,600.0,250.0,3.0,2.0,2.0,276,-31.3843772,-64.258517,2,0.2097624330757074,0.1362375947261948,1.0904886685092243,7.7174665067078365,1120.0,0,0,0,0,POINT (-64.258517 -31.3843772),TABLADA PARK
1,180000,2023-06-17,350.0,235.0,5.0,2.0,2.0,38,-31.3829195,-64.2588088,2,0.3674995936842856,0.0353839290994499,1.0415231145270625,7.8256757514103485,765.9574468085107,0,0,0,0,POINT (-64.2588088 -31.3829195),BARRIO PRIVADO CHATEAU CARRERAS
1,150000,2023-11-01,246.0,246.0,3.0,3.0,1.0,69,-31.435768,-64.202418,2,0.4059173502974911,0.0992565938532109,0.5981922681591183,2.169056880465821,609.7560975609756,0,0,0,0,POINT (-64.202418 -31.435768),COLINAS DE VELEZ SARSFIELD
1,150000,2023-04-13,246.0,246.0,3.0,3.0,1.0,69,-31.43576819999999,-64.202418,2,0.4059232880618114,0.0992647676536905,0.5981970591255551,2.169074742197501,609.7560975609756,0,0,0,0,POINT (-64.202418 -31.43576819999999),COLINAS DE VELEZ SARSFIELD
1,90000,2023-02-18,200.0,180.0,3.0,1.0,1.0,39,-31.4363428,-64.202647,2,0.4474109847080148,0.0974479039116859,0.5945423049518621,2.233429966930464,500.0,0,0,0,0,POINT (-64.202647 -31.4363428),BELLA VISTA
1,130000,2023-06-27,250.0,245.0,4.0,2.0,1.0,69,-31.43625190036871,-64.20256860305214,2,0.4367024620734234,0.1021365884521331,0.5984208020407483,2.220880880460654,530.6122448979592,0,0,0,0,POINT (-64.20256860305214 -31.43625190036871),COLINAS DE VELEZ SARSFIELD
1,105000,2023-11-01,370.0,160.0,2.0,2.0,1.0,277,-31.390681,-64.153858,2,0.9004187891757945,0.0820368249991764,1.0362004615006666,4.658115091016475,656.25,0,0,0,0,POINT (-64.153858 -31.390681),TALLERES E
