nombre,descripcion,Latitud,Longitud
BE20 - Va Libertador (Parada),Rio Quilpo 4800  Entorno: 15 mts. Curso:12BE20\n LINEA 33: 12,-31.466878,-64.218868
BE37 - Va Libertador (Parada),Gobernacion 992-994  Entorno: 15 mts. Curso:282BE37\n LINEA 36: 284,-31.477366,-64.218056
B923 - Va Libertador (Parada),AV. VELEZ SARSFIELD 5746   Entorno: 15 mts. Curso:182B923,-31.479926,-64.202843
BE73 - Va Libertador (Parada),GOBERNACION 842  Entorno: 15 mts. Curso:284BE73,-31.477636,-64.216561
BE03 - Va Libertador (Parada),Salinas Grandes 1515  Entorno: 15 mts. Curso:48BE03\n LINEA 33: 48,-31.46623,-64.222066
BE17 - Va Libertador (Parada),Rio Negro 4881  Entorno: 15 mts. Curso:12BE17\n LINEA 33: 12,-31.468301,-64.221218
B920 - Va Libertador (Parada),CARMELO IBARRA 700  Entorno: 15 mts. Curso:284B920,-31.473263,-64.212603
BE94 - Va Libertador (Parada),TILCARA 1015  Entorno: 15 mts. Curso:286BE94,-31.473235,-64.218433
B906 - Va Libertador (Parada),RIO NEGRO 5219  Entorno: 15 mts. Curso:14B906,-31.472841,-64.222415
BE29 - Va Libertador (Parada),Icho Cruz 192  Entorno: 15 mts. Curso:272BE29,-31.481178,-64.207058
BE42 - Va Libertador (Parada),Av de Mayo 1451  Entorno: 15 mts. Curso:102BE42\n LINEA 36: 102,-31.474883,-64.223974
BE55 - Va Libertador (Parada Terminal),Rio Negro 5500  Entorno: 10 mts. Curso:194BE55\n LINEA 33: 192,-31.476016,-64.22325
BE67 - Va Libertador (Parada),Totoral5000  Entorno: 15 mts. Curso:12BE67,-31.479553,-64.207213
BE83 - Va Libertador (Parada),AV. VELEZ SARSFIELD 5521   Entorno: 8 mts. Curso:2BE83,-31.477746,-64.202591
BE92 - Va Libertador (Parada),TILCARA 800  Entorno: 15 mts. Curso:280BE92,-31.474251,-64.213916
BE09 - Va Libertador (Parada),Rio Negro 5690  Entorno: 15 mts. Curso:192BE09\n LINEA 33: 192,-31.478585,-64.223931
BE98 - Va Libertador (Parada),CONGRESO 5600  Entorno: 15 mts. Curso:194BE98,-31.476931,-64.225935
B911 - Va Libertador (Parada),CARMELO IBARRA 455  Entorno: 15 mts. Curso:108B911,-31.473876,-64.209996
BE26 - Va Libertador (Parada),Arica 86  Entorno: 15 mts. Curso:272BE26\n LINEA 36: 272,-31.477378,-64.205068
BE34 - Va Libertador (Parada),Gobernacion 670-680  Entorno: 15 mts. Curso:282BE34\n LINEA 36: 282,-31.478276,-64.213578
BE48 - Va Libertador (Parada),Arica 3  Entorno: 7 mts.BE48,-31.477473,-64.202803
BE59 - Va Libertador (Parada Terminal),Av Armada Argentina 1800-1809  Entorno: 25 mts. Curso:44BE59,-31.469751,-64.227529
B914 - Va Libertador (Parada),DEFENSA 460  Entorno: 15 mts. Curso:284B914,-31.470539,-64.20895
BE14 - Va Libertador (Parada),Rio Negro 5100  Entorno: 15 mts. Curso:12BE14\n LINEA 33: 12\n LINEA 36: 12,-31.471429,-64.222033
BE21 - Va Libertador (Parada),Rio Negro 4796  Entorno: 15 mts. Curso:192BE21\n LINEA 33: 192,-31.46631,-64.220708
BE38 - Va Libertador (Parada),Av de Mayo 1015  Entorno: 12 mts. Curso:102BE38\n LINEA 36: 102,-31.475998,-64.218273
BE56 - Va Libertador (Parada),AV. VELEZ SARSFIELD 5896  Entorno: 15 mts. Curso:194BE56,-31.482366,-64.203526
BE75 - Va Libertador (Parada),AV. DE MAYO 1211   Entorno: 15 mts. Curso:102BE75,-31.475431,-64.221103
BE18 - Va Libertador (Parada),Defensa 1330  Entorno: 15 mts. Curso:282BE18\n LINEA 33: 282,-31.468196,-64.220806
B922 - Va Libertador (Parada),ARANI S/N  Entorno: 15 mts. Curso:160B922,-31.471365,-64.21354
BE95 - Va Libertador (Parada),TILCARA 1288  Entorno: 15 mts. Curso:282BE95,-31.472741,-64.221353
BE86 - Va Libertador (Parada),AV. VELEZ SARSFIELD 5220  Entorno: 10 mts. Curso:184BE86,-31.477621,-64.202719
B904 - Va Libertador (Parada),RIO NEGRO 5529  Entorno: 9 mts. Curso:12B904,-31.4767,-64.223425
BE28 - Va Libertador (Parada),Las Peñas 5728  Entorno: 15 mts. Curso:182BE28\n LINEA 36: 182,-31.480761,-64.20542
BE52 - Va Libertador (Parada Terminal),VELEZ SARSFIELD Y DEFENSA  Entorno: 15 mts. Curso:192BE52,-31.471448,-64.204431
BE43 - Va Libertador (Parada),Congreso 5360  Entorno: 15 mts. Curso:192BE43\n LINEA 36: 192,-31.474406,-64.225171
BE78 - Va Libertador (Parada),AV. DE MAYO 623   Entorno: 15 mts. Curso:104BE78,-31.477251,-64.212415
BE82 - Va Libertador (Parada),AV. VELEZ SARSFIELD 5555   Entorno: 15 mts. Curso:14BE82,-31.480166,-64.202665
BE04 - Va Libertador (Parada),Arroyo de la Reduccion 1320-1323  Entorno: 25 mts. Curso:282BE04\n LINEA 33: 290\n LINEA 33: 94,-31.465508,-64.219866
BE89 - Va Libertador (Parada),CARMELO IBARRA 436  Entorno: 15 mts. Curso:286BE89,-31.473948,-64.209005
BE10 - Va Libertador (Parada),Rio Negro 5510  Entorno: 10 mts. Curso:12BE10\n LINEA 33: 12,-31.476505,-64.223393
BE99 - Va Libertador (Parada),CONGRESO 5760  Entorno: 15 mts. Curso:198BE99,-31.479429,-64.226588
B912 - Va Libertador (Parada),VIÑA DEL MAR 5085  Entorno: 15 mts. Curso:22B912,-31.473876,-64.207323
BE25 - Va Libertador (Parada),Arica 36  Entorno: 15 mts.BE25,-31.477431,-64.203725
BE35 - Va Libertador (Parada Terminal),Av de Mayo 673  Entorno: 15 mts. Curso:102BE35\n LINEA 36: 102,-31.476995,-64.21321
BE60 - Va Libertador (Parada),Arroyo de la Reduccion 1320-1323  Entorno: 25 mts. Curso:104BE60,-31.465518,-64.219818
B929 - Va Libertador (Parada Terminal),Defensa 1490  Entorno: 20 mts. Curso:284B929,-31.467258,-64.22314
B915 - Va Libertador (Parada),DEFENSA S/N  Entorno: 15 mts. Curso:284B915,-31.469826,-64.2124
BE15 - Va Libertador (Parada),Rio Negro 4992  Entorno: 15 mts. Curso:192BE15\n LINEA 33: 192,-31.469726,-64.221575
BE39 - Va Libertador (Parada),Gobernacion 1184  Entorno: 15 mts. Curso:284BE39\n LINEA 36: 284,-31.476806,-64.220893
BE76 - Va Libertador (Parada),AV. DE MAYO 1003  Entorno: 11 mts. Curso:104BE76,-31.47606,-64.21801
BE01 - Va Libertador (Parada Terminal),Av Armada Argentina 1800-1809  Entorno: 25 mts. Curso:216BE01\n LINEA 35: 204\n LINEA 35: 28,-31.469705,-64.227478
BE19 - Va Libertador (Parada),Defensa 1215  Entorno: 15 mts. Curso:102BE19\n LINEA 33: 102,-31.468465,-64.219421
B921 - Va Libertador (Parada),CARMELO IBARRA 800  Entorno: 15 mts. Curso:280B921,-31.473074,-64.213751
BE96 - Va Libertador (Parada),TILCARA 1465  Entorno: 15 mts. Curso:282BE96,-31.472338,-64.223551
B905 - Va Libertador (Parada),RIO NEGRO 5303  Entorno: 15 mts. Curso:10B905,-31.473995,-64.222773
BE27 - Va Libertador (Parada),Las Penas S/N  Entorno: 15 mts.BE27,-31.479911,-64.205365
BE44 - Va Libertador (Parada),Congreso 5212  Entorno: 15 mts. Curso:192BE44\n LINEA 36: 192,-31.472368,-64.224635
BE79 - Va Libertador (Parada),LA FALDA 5682  Entorno: 15 mts. Curso:192BE79,-31.479441,-64.212631
BE05 - Va Libertador (Parada),Rio Quilpo 4760  Entorno: 15 mts. Curso:190BE05\n LINEA 33: 188,-31.466038,-64.218638
B927 - Va Libertador (Parada),Las Peñas 5727  Entorno: 10 mts. Curso:2B927\n LINEA 36: 2,-31.481295,-64.205413
BE90 - Va Libertador (Parada),CARMELO IBARRA  Entorno: 15 mts. Curso:282BE90,-31.473666,-64.210473
B908 - Va Libertador (Parada),TILCARA 911  Entorno: 15 mts. Curso:104B908,-31.473971,-64.215891
BE23 - Va Libertador (Parada),Velez Sarsfield 4980  Entorno: 15 mts.BE23,-31.474516,-64.202535
BE36 - Va Libertador (Parada),Av de Mayo 811  Entorno: 15 mts. Curso:104BE36\n LINEA 36: 104,-31.476605,-64.215205
BE61 - Va Libertador (Parada),Rio Negro 5900  Entorno: 15 mts. Curso:194BE61,-31.481381,-64.224713
BE70 - Va Libertador (Parada),R. NegroS/N  Entorno: 15 mts.BE70,-31.465901,-64.220605
B932 - Va Libertador (Parada),Defensa 1490  Entorno: 20 mts. Curso:304B932,-31.467245,-64.22288
B918 - Va Libertador (Parada),CARMELO IBARRA 617  Entorno: 15 mts. Curso:106B918,-31.473601,-64.21131
BE16 - Va Libertador (Parada),Rio Negro 4800  Entorno: 15 mts. Curso:12BE16\n LINEA 33: 12\n LINEA 36: 12,-31.468913,-64.221366
BE97 - Va Libertador (Parada),CONGRESO 5330  Entorno: 15 mts. Curso:192BE97,-31.474105,-64.225091
BE40 - Va Libertador (Parada),Av de Mayo 1200  Entorno: 15 mts. Curso:104BE40\n LINEA 36: 104,-31.475503,-64.220796
BE50 - Va Libertador (Parada),Velez Sarsfield S/N  Entorno: 15 mts.BE50,-31.472895,-64.203761
BE74 - Va Libertador (Parada),GOBERNACION 1300   Entorno: 15 mts. Curso:280BE74,-31.476463,-64.223075
BE11 - Va Libertador (Parada Terminal),Rio Negro 5400  Entorno: 15 mts. Curso:310BE11\n LINEA 33: 312\n LINEA 36: 310,-31.474546,-64.222846
B916 - Va Libertador (Parada),DEFENSA 399  Entorno: 15 mts. Curso:104B916,-31.470508,-64.209261
B902 - Va Libertador (Parada),RIO NEGRO 5891  Entorno: 15 mts. Curso:22B902,-31.479759,-64.224271
BE45 - Va Libertador (Parada),Congreso 5088  Entorno: 15 mts. Curso:192BE45\n LINEA 36: 192,-31.470858,-64.22425
BE71 - Va Libertador (Parada),AV. VELEZ SARSFIELD 4600  Entorno: 15 mts.BE71,-31.471135,-64.204446
BE72 - Va Libertador (Parada),LA FALDA 5555  Entorno: 15 mts. Curso:12BE72,-31.478813,-64.212456
BE06 - Va Libertador (Parada),Rio Quilpo 4840  Entorno: 15 mts. Curso:192BE06\n LINEA 33: 192,-31.467655,-64.219071
B928 - Va Libertador (Parada),Las Peñas 5574  Entorno: 8 mts. Curso:182B928\n LINEA 36: 182,-31.480056,-64.205395
B917 - Va Libertador (Parada),DEFENSA 292  Entorno: 15 mts. Curso:104B917,-31.470905,-64.207325
BE87 - Va Libertador (Parada),VIÑA DEL MAR 4901  Entorno: 15 mts. Curso:198BE87,-31.47168,-64.207106
RV09 - Va Rivadavia (Parada),Av. Ciudad de Valparaiso 7954  Entorno: 15 mts. Curso:178RV09,-31.508703,-64.190091
RV18 - Va Rivadavia (Parada),Av. Cdad. De Valparaiso S/N  Entorno: 29 mts. Curso:0RV18,-31.506338,-64.190125
RV08 - Va Rivadavia (Parada),Av. Ciudad de Valparaiso 7890  Entorno: 15 mts. Curso:182RV08,-31.504835,-64.190041
RV03 - Va Rivadavia (Parada),Amancay 7600  Entorno: 15 mts. Curso:272RV03,-31.511881,-64.196263
RV13 - Va Rivadavia (Parada),Calle Publica  Entorno: 15 mts.RV13,-31.512841,-64.197426
RV10 - Va Rivadavia (Parada),Av. Ciudad de Valparaiso S/n  Entorno: 15 mts.RV10,-31.51188,-64.190665
RV19 - Va Rivadavia (Parada),CALLE PRINCIPAL OBISPO ANGELLELI  Entorno: 15 mts. Curso:176RV19,-31.505158,-64.192008
RV02 - Va Rivadavia (Parada),Amancay 7600  Entorno: 15 mts.RV02,-31.512054,-64.19157
RV11 - Va Rivadavia (Parada),CALLE PRINCIPAL OBISPO ANGELLELI  Entorno: 15 mts. Curso:270RV11,-31.505128,-64.190816
RV14 - Va Rivadavia (Parada),Caraguata  Entorno: 15 mts. Curso:92RV14,-31.513125,-64.192476
RV05 - Va Rivadavia (Parada),Amancay 7601  Entorno: 15 mts.RV05,-31.512021,-64.192913
RV07 - Va Rivadavia (Parada),Av. Cdad. De Valparaiso S/N  Entorno: 29 mts. Curso:184RV07,-31.506448,-64.190128
RV12 - Va Rivadavia (Parada),CALLE PRINCIPAL OBISPO ANGELLELI  Entorno: 15 mts. Curso:90RV12,-31.505159,-64.192141
RV06 - Va Rivadavia (Parada),Av. Cdad. De Valparaiso S/N  Entorno: 15 mts.RV06,-31.510016,-64.190558
RV15 - Va Rivadavia (Parada),Caraguata 400  Entorno: 15 mts. Curso:92RV15,-31.513056,-64.195523
RV16 - Va Rivadavia (Parada),Caraguata 630  Entorno: 15 mts. Curso:92RV16,-31.513088,-64.193973
RV01 - Va Rivadavia (Parada Terminal),RIVADAVIA  Entorno: 15 mts. Curso:272RV01,-31.512041,-64.193313
RV04 - Va Rivadavia (Parada),Amancay  Entorno: 15 mts. Curso:276RV04,-31.511948,-64.194348
RV17 - Va Rivadavia (Parada),Caraguata 790  Entorno: 15 mts. Curso:92RV17,-31.513161,-64.190883
VA12 - Va. Argentina (Parada),Agustin Garzon 4276  Entorno: 15 mts. Curso:92VA12,-31.42701,-64.127046
VA15 - Va. Argentina (Parada),Corrientes 4407  Entorno: 15 mts. Curso:280VA15,-31.427811,-64.128763
VA08 - Va. Argentina (Parada Terminal),CORRIENTES Y ERNESTO BANCALARI  Entorno: 15 mts. Curso:258VA08,-31.427786,-64.13596
VA18 - Va. Argentina (Parada),Corrientes 3851  Entorno: 15 mts. Curso:282VA18,-31.427691,-64.135431
VA13 - Va. Argentina (Parada),Agustín Garzón 4883  Entorno: 15 mts. Curso:100VA13,-31.427586,-64.123495
VA01 - Va. Argentina (Parada Terminal),Bancalari 1572  Entorno: 15 mts. Curso:182VA01\n LINEA C1: 182,-31.427471,-64.13596
VA10 - Va. Argentina (Parada),Agustin Garzon 3881  Entorno: 15 mts. Curso:92VA10,-31.426781,-64.132688
VA05 - Va. Argentina (Parada),Bancalari y Agustin Garzon  Entorno: 20 mts.VA05,-31.42671,-64.136019
VA16 - Va. Argentina (Parada),Corrientes 4277  Entorno: 15 mts. Curso:272VA16,-31.427765,-64.130628
VA20 - Va. Argentina (Parada),Estacion Bancalari Estacion Bancalari Entorno: 55 mts. Curso:286VA20,-31.432313,-64.13677
VA03 - Va. Argentina (Parada),Bancalari 1835-1848  Entorno: 20 mts. Curso:182VA03\n LINEA C1: 184,-31.429736,-64.136031
VA06 - Va. Argentina (Parada),Bancalari 2072  Entorno: 15 mts. Curso:198VA06\n LINEA C1: 198,-31.431433,-64.136575
VA11 - Va. Argentina (Parada),Agustin Garzon 4088  Entorno: 15 mts. Curso:90VA11,-31.426871,-64.130361
VA17 - Va. Argentina (Parada),Corrientes 4113  Entorno: 15 mts. Curso:270VA17,-31.42776,-64.132238
VA07 - Va. Argentina (Parada),Lisandro de la Torre 1871  Entorno: 15 mts. Curso:278VA07\n LINEA C1: 280,-31.430541,-64.140941
VA09 - Va. Argentina (Parada),Agustin Garzon 3586  Entorno: 15 mts. Curso:96VA09,-31.42673,-64.135023
VA02 - Va. Argentina (Parada Terminal),Estacion Bancalari Estacion Bancalari Entorno: 55 mts. Curso:288VA02\n LINEA C1: 288,-31.432285,-64.136868
VA19 - Va. Argentina (Parada),Bancalari 1972  Entorno: 15 mts. Curso:198VA19,-31.431133,-64.136471
VA04 - Va. Argentina (Parada),Leartes y Rosales  Entorno: 20 mts.VA04,-31.429553,-64.13903
VA14 - Va. Argentina (Parada),Agustín Garzón 4267  Entorno: 15 mts. Curso:270VA14,-31.427545,-64.126476
VB29 - Va. Belgrano (Parada Terminal),CARLOS FEDERICO GAUSS Y AMADEO AVOGADRO  Entorno: 20 mts. Curso:110VB29,-31.353891,-64.249835
VB07 - Va. Belgrano (Parada),Jacobo Joule 5780 Jacobo Joule 5780 Entorno: 15 mts. Curso:288VB07,-31.358481,-64.252751
VB24 - Va. Belgrano (Parada),Dionisio Papin y Berzelius Dionisio Papin y Berzelius Entorno: 15 mts. Curso:14VB24,-31.364076,-64.252795
VB30 - Va. Belgrano (Parada),Dionisio Papin 4904  Entorno: 15 mts. Curso:348VB30,-31.365188,-64.252498
VB39 - Va. Belgrano (Parada),avenida carlos f gauss  Entorno: 15 mts. Curso:198VB39,-31.355921,-64.25066
VB40 - Va. Belgrano (Parada),Juan Nepper Antes de Gay Lussac”  Entorno: 10 mts. Curso:32VB40,-31.356234,-64.256776
VB02 - Va. Belgrano (Parada),Av Gauss 5341 Av Gauss 5341 Entorno: 15 mts. Curso:200VB02,-31.36049,-64.252511
VB19 - Va. Belgrano (Parada),Av Recta Martinolli 7913 Av Recta Martinolli 7913 Entorno: 15 mts. Curso:92VB19,-31.347355,-64.271101
VB14 - Va. Belgrano (Parada),Av Recta Martinolli 6219 Av Recta Martinolli 6219 Entorno: 15 mts. Curso:112VB14\n LINEA 82: 114\n LINEA 82: 112,-31.349028,-64.253588
VB50 - Va. Belgrano (Parada),Avogadro 5641     Entorno: 10 mts. Curso:110VB50,-31.35413,-64.249091
VB09 - Va. Belgrano (Parada),Laplace 5226  Entorno: 10 mts. Curso:62VB09,-31.362026,-64.250245
VB08 - Va. Belgrano (Parada Terminal),Jacobo Joule 5964 Jacobo Joule 5964 Entorno: 15 mts. Curso:290VB08,-31.357931,-64.254573
VB25 - Va. Belgrano (Parada),Evangelista Torricelli 5531 Evangelista Torricelli 5531 Entorno: 15 mts. Curso:200VB25,-31.359631,-64.247546
VB32 - Va. Belgrano (Parada),Tycho Brahe 5293  Entorno: 15 mts. Curso:20VB32,-31.359571,-64.255515
VB41 - Va. Belgrano (Parada),Juan Nepper Antes de Blas Pascal  Entorno: 10 mts. Curso:30VB41,-31.354056,-64.255283
VB03 - Va. Belgrano (Parada),Av Gauss 5563 Av Gauss 5563 Entorno: 15 mts. Curso:200VB03,-31.358193,-64.25157
VB20 - Va. Belgrano (Parada Terminal),Av Recta Martinolli 8105 Av Recta Martinolli 8105 Entorno: 15 mts. Curso:108VB20\n LINEA 82: 94\n LINEA 82: 108,-31.347253,-64.273641
VB37 - Va. Belgrano (Parada),Gauss 5527  Entorno: 15 mts. Curso:200VB37,-31.358441,-64.25176
VB15 - Va. Belgrano (Parada),Av Recta Martinolli 6668 Av Recta Martinolli 6668 Entorno: 15 mts. Curso:94VB15\n LINEA 82: 94,-31.348248,-64.256919
VB10 - Va. Belgrano (Parada),Pedro Laplace 5442 Pedro Laplace 5442 Entorno: 15 mts. Curso:60VB10,-31.361221,-64.248646
VB26 - Va. Belgrano (Parada),Evangelista Torricelli 5861 Evangelista Torricelli 5861 Entorno: 15 mts. Curso:200VB26,-31.356066,-64.246083
VB33 - Va. Belgrano (Parada),Tycho Brahe 5493  Entorno: 15 mts. Curso:18VB33,-31.35818,-64.254976
VB47 - Va. Belgrano (Parada),Juan Nepper 5224  Entorno: 10 mts. Curso:356VB47,-31.359375,-64.256706
VB44 - Va. Belgrano (Parada),Juan Nepper 5758  Entorno: 10 mts. Curso:32VB44,-31.354151,-64.255341
VB04 - Va. Belgrano (Parada),Av Gauss 5824 Av Gauss 5824 Entorno: 15 mts. Curso:198VB04,-31.354895,-64.250238
VB21 - Va. Belgrano (Parada),Av Recta Martinolli 8311 Av Recta Martinolli 8311 Entorno: 15 mts. Curso:94VB21\n LINEA 82: 92\n LINEA 82: 94,-31.346941,-64.277879
VB35 - Va. Belgrano (Parada Terminal),Blas Pascal 5675  Entorno: 15 mts. Curso:114VB35,-31.355064,-64.250506
VB16 - Va. Belgrano (Parada),Av Recta Martinolli 7053 Av Recta Martinolli 7053 Entorno: 10 mts. Curso:96VB16\n LINEA 82: 94\n LINEA 82: 96,-31.347961,-64.261868
VB11 - Va. Belgrano (Parada),Pedro Laplace 5586 Pedro Laplace 5586 Entorno: 15 mts. Curso:64VB11,-31.360153,-64.246051
VB27 - Va. Belgrano (Parada),Tycho Brahe 5680 Tycho Brahe 5680 Entorno: 15 mts. Curso:22VB27,-31.355728,-64.253888
VB34 - Va. Belgrano (Parada),Tycho Brahe 5676  Entorno: 15 mts. Curso:20VB34,-31.356146,-64.25413
VB48 - Va. Belgrano (Parada),Juan Nepper 5478  Entorno: 10 mts. Curso:356VB48,-31.357575,-64.2569
VB43 - Va. Belgrano (Parada),Juan Nepper 5478  Entorno: 10 mts. Curso:354VB43,-31.35768,-64.25689
VB05 - Va. Belgrano (Parada Terminal),Av Gauss 5975 Av Gauss 5975 Entorno: 15 mts. Curso:198VB05,-31.352448,-64.249283
VB22 - Va. Belgrano (Parada),Av Recta Martinolli 8470 Av Recta Martinolli 8470 Entorno: 15 mts. Curso:72VB22\n LINEA 82: 72,-31.346681,-64.280701
VB36 - Va. Belgrano (Parada),Gauss 5835  Entorno: 15 mts. Curso:176VB36,-31.355435,-64.250483
VB17 - Va. Belgrano (Parada),Av Recta Martinolli 7415 Av Recta Martinolli 7415 Entorno: 15 mts. Curso:88VB17\n LINEA 82: 92\n LINEA 82: 88,-31.347683,-64.26595
VB31 - Va. Belgrano (Parada),Roberto Boyle 5674  Entorno: 15 mts. Curso:296VB31,-31.362853,-64.252841
VB12 - Va. Belgrano (Parada),Pedro Laplace 5790 Pedro Laplace 5790 Entorno: 15 mts. Curso:62VB12,-31.35836,-64.242179
VB45 - Va. Belgrano (Parada),Juan Nepper Antes de Gay Lussac”  Entorno: 10 mts. Curso:106VB45,-31.356051,-64.256636
VB28 - Va. Belgrano (Parada),Tycho Brahe 5896 Tycho Brahe 5896 Entorno: 15 mts. Curso:18VB28,-31.353146,-64.252869
VB49 - Va. Belgrano (Parada),Juan Nepper 5758  Entorno: 10 mts. Curso:32VB49,-31.354224,-64.255394
VB42 - Va. Belgrano (Parada),Juan Nepper 5224  Entorno: 10 mts. Curso:356VB42,-31.359479,-64.256695
VB06 - Va. Belgrano (Parada),Jacobo Joule 5522 Jacobo Joule 5522 Entorno: 15 mts. Curso:290VB06,-31.359381,-64.24959
VB23 - Va. Belgrano (Parada Terminal),Juan Nepper 6056 Juan Nepper 6056 Entorno: 15 mts. Curso:24VB23,-31.350193,-64.253458
VB38 - Va. Belgrano (Parada),Gauss 4905  Entorno: 15 mts. Curso:200VB38,-31.365078,-64.254386
VB01 - Va. Belgrano (Parada Terminal),Av Gauss 5055 Av Gauss 5055 Entorno: 15 mts. Curso:200VB01,-31.363251,-64.253635
VB18 - Va. Belgrano (Parada),Av Recta Martinolli 7707 Av Recta Martinolli 7707 Entorno: 15 mts. Curso:82VB18\n LINEA 82: 92\n LINEA 82: 82,-31.347525,-64.268206
VB13 - Va. Belgrano (Parada),Av Recta Martinolli 5900 Av Recta Martinolli 5900 Entorno: 15 mts. Curso:124VB13\n LINEA 82: 126\n LINEA 82: 124,-31.350243,-64.251265
VB46 - Va. Belgrano (Parada),Juan Nepper Antes de Blas Pascal  Entorno: 10 mts. Curso:114VB46,-31.35395,-64.255198
VC65 - Va. Cabrera (Parada),Monseñor Pablo Cabrera 1837  Entorno: 10 mts.VC65,-31.390063,-64.203368
VC07 - Va. Cabrera (Parada),Av Caraffa y Padre Luis Galeano Av Caraffa y Padre Luis Galean Entorno: 40 mts. Curso:290VC07,-31.386051,-64.218351
VC25 - Va. Cabrera (Parada),Virgen de la Merced 3061  Entorno: 15 mts. Curso:194VC25,-31.374984,-64.213866
VC51 - Va. Cabrera (Parada),Rozas de Oquendo 3398  Entorno: 10 mts. Curso:280VC51,-31.376274,-64.222646
VC30 - Va. Cabrera (Parada),Ciudad de Tampa 2207  Entorno: 15 mts. Curso:110VC30,-31.386911,-64.207983
VC36 - Va. Cabrera (Parada),Gregorio Carreras 2780  Entorno: 15 mts. Curso:292VC36,-31.383381,-64.214916
VC52 - Va. Cabrera (Parada),Mercedes de San Martin 3370  Entorno: 10 mts. Curso:104VC52,-31.377496,-64.222788
VC61 - Va. Cabrera (Parada),Av Caraffa y Jose Armendariz Av Caraffa y Jose Armendariz Entorno: 40 mts. Curso:290VC61,-31.386836,-64.215876
VC01 - Va. Cabrera (Parada Terminal),Av Caraffa y Pozo y Silva Av Caraffa y Pozo y Silva Entorno: 30 mts. Curso:292VC01,-31.39039,-64.204741
VC28 - Va. Cabrera (Parada),Av. Monseñor Pablo Cabrera 2094  Entorno: 15 mts. Curso:126VC28,-31.38613,-64.20568
VC12 - Va. Cabrera (Parada Terminal),Octavio Pinto 2514  Entorno: 15 mts.VC12,-31.389876,-64.214635
VC06 - Va. Cabrera (Parada),Av Caraffa y Jose Armendariz Av Caraffa y Jose Armendariz Entorno: 40 mts. Curso:290VC06,-31.386796,-64.216006
VC24 - Va. Cabrera (Parada),Virgen de la Merced 3028  Entorno: 15 mts. Curso:12VC24,-31.375476,-64.21398
VC47 - Va. Cabrera (Parada),Ricardo Pedroni 2525  Entorno: 10 mts. Curso:12VC47,-31.378631,-64.216508
VC26 - Va. Cabrera (Parada),Ricardo Pedroni 2185  Entorno: 15 mts. Curso:12VC26,-31.381395,-64.217235
VC31 - Va. Cabrera (Parada),Ciudad de Tampa 2380  Entorno: 15 mts. Curso:112VC31,-31.386343,-64.209883
VC37 - Va. Cabrera (Parada),Gregorio Carreras 2886  Entorno: 15 mts. Curso:292VC37,-31.382963,-64.216143
VC20 - Va. Cabrera (Parada),Virgen de la Merced 2217  Entorno: 15 mts. Curso:194VC20,-31.381233,-64.2158
VC53 - Va. Cabrera (Parada),Mercedes de San Martin 3209  Entorno: 10 mts. Curso:100VC53,-31.377868,-64.220493
VC08 - Va. Cabrera (Parada),Octavio Pinto 3150 Octavio Pinto 3150 Entorno: 15 mts. Curso:312VC08,-31.384291,-64.221011
VC62 - Va. Cabrera (Parada),Av Caraffa y Padre Luis Galeano Av Caraffa y Padre Luis Galean Entorno: 40 mts. Curso:290VC62,-31.386078,-64.218275
VC11 - Va. Cabrera (Parada),Octavio Pinto 2694  Entorno: 15 mts. Curso:318VC11\n LINEA 80: 318,-31.388968,-64.215596
VC34 - Va. Cabrera (Parada),Gregorio Carreras 2356  Entorno: 15 mts. Curso:292VC34,-31.385203,-64.209153
VC05 - Va. Cabrera (Parada),Av Caraffa 2500 (Clinica) Av Caraffa 2500 (Clinica) Entorno: 40 mts. Curso:290VC05,-31.387606,-64.213478
VC45 - Va. Cabrera (Parada),LAS PLAYAS 1300-1398  Entorno: 15 mts. Curso:250VC45\n LINEA 82: 236\n LINEA 82: 250,-31.391791,-64.218861
VC16 - Va. Cabrera (Parada),Monseñor Pablo Cabrera 1986  Entorno: 15 mts. Curso:336VC16,-31.387248,-64.204115
VC48 - Va. Cabrera (Parada),Ricardo Pedroni 2598  Entorno: 10 mts. Curso:8VC48,-31.377536,-64.21631
VC32 - Va. Cabrera (Parada),Ciudad de Tampa 2609  Entorno: 15 mts. Curso:110VC32,-31.385245,-64.213231
VC40 - Va. Cabrera (Parada),Madre Rubato 2917  Entorno: 10 mts. Curso:102VC40,-31.381246,-64.216165
VC21 - Va. Cabrera (Parada),Virgen de la Merced 2457  Entorno: 15 mts. Curso:192VC21,-31.379533,-64.214925
VC54 - Va. Cabrera (Parada),Manuel Quintana 2318  Entorno: 10 mts. Curso:192VC54,-31.379468,-64.220578
VC63 - Va. Cabrera (Parada),Av. Monseñor Pablo Cabrera 1827-1836  Entorno: 15 mts. Curso:204VC63,-31.390418,-64.203505
VC10 - Va. Cabrera (Parada),Jose A de Goyechea 3370 Jose A de Goyechea 3370 Entorno: 10 mts. Curso:284VC10,-31.378316,-64.222775
VC27 - Va. Cabrera (Parada),Monseñor Pablo Cabrera 1899  Entorno: 15 mts. Curso:116VC27,-31.38853,-64.20362
VC17 - Va. Cabrera (Parada),Av. Monseñor Pablo Cabrera 2218  Entorno: 15 mts. Curso:304VC17,-31.385493,-64.206676
